纟	糹
旧病复发	舊病復發
强加于人	強加於人
前俯后仰	前俯後仰
怒气冲天	怒氣沖天
鼓足干劲	鼓足幹勁
以一当十	以一當十
言归于好	言歸於好
仪态万方	儀態萬方
钩心斗角	鉤心鬥角
千秋万代	千秋萬代
唱对台戏	唱對臺戲
乌苏里江	烏蘇里江
先礼后兵	先禮後兵
大地回春	大地回春
坐冷板凳	坐冷板凳
行家里手	行家裏手
桌椅板凳	桌椅板凳
波谲云诡	波譎雲詭
凤凰于飞	鳳凰于飛
鹏程万里	鵬程萬里
行成于思	行成於思
克己复礼	克己復禮
因时制宜	因時制宜
千难万难	千難萬難
故态复萌	故態復萌
身残志坚	身殘志堅
长歌当哭	長歌當哭
螳臂当车	螳臂當車
耕作制度	耕作制度
先人后己	先人後己
感慨万端	感慨萬端
离题万里	離題萬里
千秋万岁	千秋萬歲
人穷志短	人窮志短
大权旁落	大權旁落
悠悠荡荡	悠悠蕩蕩
皇天后土	皇天后土
除旧布新	除舊佈新
嫁祸于人	嫁禍於人
风流云散	風流雲散
离情别绪	離情別緒
星移斗转	星移斗轉
千门万户	千門萬戶
千山万壑	千山萬壑
前倨后恭	前倨後恭
怒形于色	怒形於色
生存斗争	生存鬥爭
公之于世	公之於世
战天斗地	戰天鬥地
奋勇当先	奮勇當先
得而复失	得而復失
九曲回肠	九曲迴腸
车载斗量	車載斗量
叮零当啷	叮零噹啷
豺狼当道	豺狼當道
言不尽意	言不盡意
片言只语	片言隻語
罪该万死	罪該萬死
虎口余生	虎口餘生
矿物纤维	礦物纖維
安步当车	安步當車
光可鉴人	光可鑑人
黄曲霉菌	黃麴黴菌
左道旁门	左道旁門
前紧后松	前緊後鬆
千叮万嘱	千叮萬囑
孤身只影	孤身隻影
以观后效	以觀後效
怨气冲天	怨氣沖天
不分皂白	不分皁白
片纸只字	片紙隻字
前思后想	前思後想
先公后私	先公後私
罚不当罪	罰不當罪
改恶向善	改惡向善
因事制宜	因事制宜
深文周纳	深文周納
心慈面软	心慈面軟
连鬓胡子	連鬢鬍子
判若云泥	判若雲泥
步人后尘	步人後塵
不齿于人	不齒於人
残渣余孽	殘渣餘孽
片言只字	片言隻字
髀肉复生	髀肉復生
得胜回朝	得勝回朝
问道于盲	問道於盲
釜底游鱼	釜底游魚
齐足并驱	齊足並驅
独具只眼	獨具隻眼
另一方面	另一方面
一网打尽	一網打盡
广播电台	廣播電臺
成千上万	成千上萬
平方公里	平方公里
人际关系	人際關係
浮出水面	浮出水面
关键在于	關鍵在於
一触即发	一觸即發
心甘情愿	心甘情願
泪流满面	淚流滿面
不知所云	不知所云
优秀人才	優秀人才
艰苦奋斗	艱苦奮鬥
一言不发	一言不發
从此以后	從此以後
利害关系	利害關係
中日关系	中日關係
两国关系	兩國關係
报刊杂志	報刊雜誌
歇斯底里	歇斯底里
放在眼里	放在眼裏
情有独钟	情有獨鍾
努力奋斗	努力奮鬥
疑难杂症	疑難雜症
保持一致	保持一致
外科手术	外科手術
争先恐后	爭先恐後
无精打采	無精打采
晕头转向	暈頭轉向
一厢情愿	一廂情願
依依不舍	依依不捨
全神贯注	全神貫注
狼吞虎咽	狼吞虎嚥
大摇大摆	大搖大擺
无穷无尽	無窮無盡
天壤之别	天壤之別
一览无余	一覽無餘
不知去向	不知去向
意犹未尽	意猶未盡
因果关系	因果關係
近水楼台	近水樓臺
叱咤风云	叱吒風雲
蓄势待发	蓄勢待發
千钧一发	千鈞一髮
意气风发	意氣風發
寥寥无几	寥寥無幾
一无所获	一無所獲
空前绝后	空前絕後
直截了当	直截了當
猝不及防	猝不及防
有感而发	有感而發
左邻右舍	左鄰右舍
毛遂自荐	毛遂自薦
扣人心弦	扣人心弦
前车之鉴	前車之鑑
血肉模糊	血肉模糊
筋疲力尽	筋疲力盡
恋恋不舍	戀戀不捨
绰绰有余	綽綽有餘
所剩无几	所剩無幾
垂死挣扎	垂死掙扎
一前一后	一前一後
一国两制	一國兩制
埋头苦干	埋頭苦幹
雄心壮志	雄心壯志
错落有致	錯落有致
乌兰察布	烏蘭察布
锲而不舍	鍥而不捨
智力开发	智力開發
踌躇满志	躊躇滿志
厚积薄发	厚積薄發
单打独斗	單打獨鬥
一日千里	一日千里
真抓实干	真抓實幹
资治通鉴	資治通鑑
整装待发	整裝待發
抛头露面	拋頭露面
打击报复	打擊報復
生离死别	生離死別
网开一面	網開一面
容光焕发	容光煥發
取之不尽	取之不盡
火山爆发	火山爆發
毫不相干	毫不相干
不劳而获	不勞而獲
一言难尽	一言難盡
好戏连台	好戲連臺
为人师表	爲人師表
酣畅淋漓	酣暢淋漓
笑容满面	笑容滿面
以点带面	以點帶面
不辞而别	不辭而別
瞻前顾后	瞻前顧後
星罗棋布	星羅棋佈
同等学历	同等學歷
十六进制	十六進制
明争暗斗	明爭暗鬥
顾全大局	顧全大局
引进人才	引進人才
穷追不舍	窮追不捨
洗心革面	洗心革面
组织关系	組織關係
精疲力尽	精疲力盡
有理有据	有理有據
打家劫舍	打家劫舍
旗鼓相当	旗鼓相當
不学无术	不學無術
尊重人才	尊重人才
披头散发	披頭散髮
不治之症	不治之症
卡尔加里	卡爾加里
理所应当	理所應當
如法炮制	如法炮製
承前启后	承前啟後
改头换面	改頭換面
蓬头垢面	蓬頭垢面
思前想后	思前想後
龙争虎斗	龍爭虎鬥
虚怀若谷	虛懷若谷
一泻千里	一瀉千里
魂不守舍	魂不守舍
玩物丧志	玩物喪志
出人意表	出人意表
山穷水尽	山窮水盡
东窗事发	東窗事發
红光满面	紅光滿面
百年之后	百年之後
以泪洗面	以淚洗面
循环往复	循環往復
思想体系	思想體系
紧追不舍	緊追不捨
甘心情愿	甘心情願
平步青云	平步青雲
精神焕发	精神煥發
博学多才	博學多才
痛快淋漓	痛快淋漓
言无不尽	言無不盡
不甘落后	不甘落後
退避三舍	退避三舍
决胜千里	決勝千里
动人心弦	動人心弦
高耸入云	高聳入雲
过眼烟云	過眼煙雲
不远千里	不遠千里
跳梁小丑	跳梁小醜
自学成才	自學成才
步调一致	步調一致
淡泊明志	淡泊明志
外强中干	外強中乾
言行一致	言行一致
进退维谷	進退維谷
乳臭未干	乳臭未乾
狼狈为奸	狼狽爲奸
鸿鹄之志	鴻鵠之志
裙带关系	裙帶關係
形单影只	形單影隻
自觉自愿	自覺自願
人各有志	人各有志
寄希望于	寄希望於
有根有据	有根有據
人心所向	人心所向
细嚼慢咽	細嚼慢嚥
全权代表	全權代表
交口称赞	交口稱讚
黄雀在后	黃雀在後
泰山北斗	泰山北斗
满天星斗	滿天星斗
望洋兴叹	望洋興歎
没精打采	沒精打采
血流如注	血流如注
老态龙钟	老態龍鍾
胸无大志	胸無大志
殊死搏斗	殊死搏鬥
机关算尽	機關算盡
年年有余	年年有餘
精明强干	精明強幹
难分难舍	難分難捨
乌兰巴托	烏蘭巴托
牛头马面	牛頭馬面
锐不可当	銳不可當
胸怀大志	胸懷大志
人海战术	人海戰術
间不容发	間不容髮
弹无虚发	彈無虛發
仁至义尽	仁至義盡
自卖自夸	自賣自誇
春风满面	春風滿面
油头粉面	油頭粉面
暮鼓晨钟	暮鼓晨鐘
画饼充饥	畫餅充飢
手不释卷	手不釋卷
鞍前马后	鞍前馬後
神不守舍	神不守舍
困兽犹斗	困獸猶鬥
大而无当	大而無當
壶口瀑布	壺口瀑布
毫无二致	毫無二致
惩前毖后	懲前毖後
雄姿英发	雄姿英發
洗手不干	洗手不幹
谬以千里	謬以千里
旧地重游	舊地重遊
鸿篇巨制	鴻篇巨制
虚有其表	虛有其表
幺麽小丑	幺麼小醜
力争上游	力爭上游
百折不回	百折不回
敢作敢当	敢作敢當
除恶务尽	除惡務盡
马革裹尸	馬革裹屍
势不可当	勢不可當
引而不发	引而不發
姑息养奸	姑息養奸
挂一漏万	掛一漏萬
徒有其表	徒有其表
无关大局	無關大局
进退失据	進退失據
沃野千里	沃野千里
依依惜别	依依惜別
豪情壮志	豪情壯志
英姿焕发	英姿煥發
出头露面	出頭露面
吴下阿蒙	吳下阿蒙
下不了台	下不了臺
暗箭难防	暗箭難防
查无实据	查無實據
赤地千里	赤地千里
比下有余	比下有餘
家贼难防	家賊難防
承先启后	承先啟後
喟然长叹	喟然長嘆
天从人愿	天從人願
封官许愿	封官許願
求神问卜	求神問卜
五马分尸	五馬分屍
真凭实据	真憑實據
成千成万	成千成萬
两相情愿	兩相情願
狐群狗党	狐群狗黨
如箭在弦	如箭在弦
人前人后	人前人後
一字一板	一字一板
败事有余	敗事有餘
人赃俱获	人贓俱獲
形影相吊	形影相弔
天渊之别	天淵之別
不知就里	不知就裏
秉烛夜游	秉燭夜遊
声如洪钟	聲如洪鐘
出乖露丑	出乖露醜
锋芒所向	鋒芒所向
相去无几	相去無幾
不知凡几	不知凡幾
置之脑后	置之腦後
信而有征	信而有徵
有凭有据	有憑有據
响遏行云	響遏行雲
生态标志	生態標誌
狐朋狗党	狐朋狗黨
墨迹未干	墨跡未乾
不足为据	不足爲據
满坑满谷	滿坑滿谷
观者如云	觀者如雲
子曰诗云	子曰詩云
言必有据	言必有據
鹊巢鸠占	鵲巢鳩佔
洞烛其奸	洞燭其奸
天遂人愿	天遂人願
童颜鹤发	童顏鶴髮
朋比为奸	朋比爲奸
民穷财尽	民窮財盡
鸠形鹄面	鳩形鵠面
生殖洄游	生殖洄游
明窗净几	明窗淨几
高情远致	高情遠致
以售其奸	以售其奸
东摇西摆	東搖西擺
防患于未然	防患於未然
后浪推前浪	後浪推前浪
几内亚比绍	幾內亞比紹
里约热内卢	里約熱內盧
杯酒释兵权	杯酒釋兵權
布加勒斯特	布加勒斯特
术业有专攻	術業有專攻
布尔什维克	布爾什維克
只怕有心人	只怕有心人
姜太公钓鱼	姜太公釣魚
只要功夫深	只要功夫深
蒙得维的亚	蒙得維的亞
布拉柴维尔	布拉柴維爾
里外不是人	裏外不是人
特别行政区	特別行政區
毛里塔尼亚	毛里塔尼亞
但愿人长久	但願人長久
亚里士多德	亞里士多德
十万八千里	十萬八千里
三个臭皮匠	三個臭皮匠
克里姆林宫	克里姆林宮
事后诸葛亮	事後諸葛亮
偏向虎山行	偏向虎山行
幼发拉底河	幼發拉底河
吹胡子瞪眼	吹鬍子瞪眼
赤道几内亚	赤道幾內亞
亚得里亚海	亞得里亞海
因斯布鲁克	因斯布魯克
五分钟热度	五分鐘熱度
救民于水火	救民於水火
一去不复返	一去不復返
庐山真面目	廬山真面目
雅鲁藏布江	雅魯藏布江
伊斯坦布尔	伊斯坦布爾
三思而后行	三思而後行
恩格尔系数	恩格爾係數
脚踏两只船	腳踏兩隻船
苛政猛于虎	苛政猛於虎
脚踩两只船	腳踩兩隻船
中国共产党	中國共產黨
资产负债表	資產負債表
一夫一妻制	一夫一妻制
小儿麻痹症	小兒麻痹症
坐山观虎斗	坐山觀虎鬥
一夫多妻制	一夫多妻制
稳坐钓鱼台	穩坐釣魚臺
索尔兹伯里	索爾茲伯里
闻道有先后	聞道有先後
天不从人愿	天不從人願
恶事传千里	惡事傳千里
万万没有想到	萬萬沒有想到
占有一席之地	佔有一席之地
万变不离其宗	萬變不離其宗
只许州官放火	只許州官放火
当面锣对面鼓	當面鑼對面鼓
内蒙古自治区	內蒙古自治區
一发不可收拾	一發不可收拾
立于不败之地	立於不敗之地
有志者事竟成	有志者事竟成
化干戈为玉帛	化干戈爲玉帛
博采众家之长	博採眾家之長
家丑不可外扬	家醜不可外揚
一个鼻孔出气	一個鼻孔出氣
陈谷子烂芝麻	陳穀子爛芝麻
乌兹别克斯坦	烏茲別克斯坦
鸡蛋里挑骨头	雞蛋裏挑骨頭
死马当活马医	死馬當活馬醫
矮子里选将军	矮子裏選將軍
理论联系实际	理論聯繫實際
一步一个脚印	一步一個腳印
事实胜于雄辩	事實勝於雄辯
哀莫大于心死	哀莫大於心死
毕其功于一役	畢其功於一役
以不变应万变	以不變應萬變
种种迹象表明	種種跡象表明
不问青红皂白	不問青紅皁白
好戏还在后头	好戲還在後頭
不分青红皂白	不分青紅皁白
海水不可斗量	海水不可斗量
前言不搭后语	前言不搭後語
天有不测风云	天有不測風雲
布宜诺斯艾利斯	布宜諾斯艾利斯
后天下之乐而乐	後天下之樂而樂
万丈高楼平地起	萬丈高樓平地起
巴布亚新几内亚	巴布亞新幾內亞
二万五千里长征	二萬五千里長征
一个巴掌拍不响	一個巴掌拍不響
一个萝卜一个坑	一個蘿蔔一個坑
黑云压城城欲摧	黑雲壓城城欲摧
心有余而力不足	心有餘而力不足
宁夏回族自治区	寧夏回族自治區
牵一发而动全身	牽一髮而動全身
长江后浪推前浪	長江後浪推前浪
眉毛胡子一把抓	眉毛鬍子一把抓
拒人于千里之外	拒人於千里之外
行百里者半九十	行百里者半九十
浪子回头金不换	浪子回頭金不換
近水楼台先得月	近水樓臺先得月
情人眼里出西施	情人眼裏出西施
山重水复疑无路	山重水複疑無路
不为五斗米折腰	不爲五斗米折腰
有缘千里来相会	有緣千里來相會
宰相肚里好撑船	宰相肚裏好撐船
解铃还须系铃人	解鈴還須繫鈴人
不识庐山真面目	不識廬山真面目
一年之计在于春	一年之計在於春
忠言逆耳利于行	忠言逆耳利於行
置之死地而后生	置之死地而後生
良药苦口利于病	良藥苦口利於病
酒逢知己千杯少	酒逢知己千杯少
一日之计在于晨	一日之計在於晨
置之死地而后快	置之死地而後快
放之四海而皆准	放之四海而皆準
饱汉不知饿汉饥	飽漢不知餓漢飢
尽信书则不如无书	盡信書則不如無書
青出于蓝而胜于蓝	青出於藍而勝於藍
半路杀出个程咬金	半路殺出個程咬金
当一天和尚撞一天钟	當一天和尚撞一天鐘
做一天和尚撞一天钟	做一天和尚撞一天鐘
